particulars,posting_date,cost_center,voucher_type,debit,credit,net_balance
Span margin blocked for NSE F&O,2025-04-08,NSE-F&O - Z,Delivery Voucher,526653.750000,0.000000,-3828243.046096
Exposure margin blocked for NSE F&O,2025-04-08,NSE-F&O - Z,Delivery Voucher,242966.560000,0.000000,-4071209.606096
Span margin reversed for NSE CDS,2025-04-08,NSE-CDS - Z,Delivery Voucher,0.000000,82134.500000,-3989075.106096
Exposure margin reversed for NSE CDS,2025-04-08,NSE-CDS - Z,Delivery Voucher,0.000000,47940.810000,-3941134.296096
Span margin blocked for NSE CDS,2025-04-08,NSE-CDS - Z,Delivery Voucher,53208.000000,0.000000,-3994342.296096
Exposure margin blocked for NSE CDS,2025-04-08,NSE-CDS - Z,Delivery Voucher,48267.390000,0.000000,-4042609.686096
Exposure margin reversed for MCX F&O,2025-04-08,MCX-F&O - Z,Delivery Voucher,0.000000,256853.410000,-3785756.276096
Span margin reversed for MCX F&O,2025-04-08,MCX-F&O - Z,Delivery Voucher,0.000000,3010839.000000,-774917.276096
Span margin blocked for MCX F&O,2025-04-08,MCX-F&O - Z,Delivery Voucher,3021172.000000,0.000000,-3796089.276096
Exposure margin blocked for MCX F&O,2025-04-08,MCX-F&O - Z,Delivery Voucher,255211.540000,0.000000,-4051300.816096
Span margin reversed for NSE F&O,2025-04-09,NSE-F&O - Z,Delivery Voucher,0.000000,526653.750000,-3694664.084202
Exposure margin reversed for NSE F&O,2025-04-09,NSE-F&O - Z,Delivery Voucher,0.000000,242966.560000,-3755126.256096
Net obligation for Equity F&O,2025-04-09,NSE-F&O - Z,Book Voucher,0.000000,6409.081894,-3748717.174202
Span margin blocked for NSE F&O,2025-04-09,NSE-F&O - Z,Delivery Voucher,306525.500000,0.000000,-4055242.674202
Exposure margin blocked for NSE F&O,2025-04-09,NSE-F&O - Z,Delivery Voucher,166075.160000,0.000000,-4221317.834202
Span margin reversed for NSE CDS,2025-04-09,NSE-CDS - Z,Delivery Voucher,0.000000,53208.000000,-3998092.816096
Exposure margin reversed for NSE CDS,2025-04-09,NSE-CDS - Z,Delivery Voucher,0.000000,48267.390000,-3646396.694202
Net obligation for Currency F&O,2025-04-09,NSE-CDS - Z,Book Voucher,3399.922190,0.000000,-3649796.616392
Exposure margin reversed for MCX F&O,2025-04-09,MCX-F&O - Z,Delivery Voucher,0.000000,255211.540000,-3394585.076392
Span margin reversed for MCX F&O,2025-04-09,MCX-F&O - Z,Delivery Voucher,0.000000,3021172.000000,-373413.076392
Exposure margin blocked for MCX F&O,2025-04-09,MCX-F&O - Z,Delivery Voucher,261634.790000,0.000000,-635047.866392
Span margin blocked for MCX F&O,2025-04-09,MCX-F&O - Z,Delivery Voucher,3038455.500000,0.000000,-3673503.366392
Span margin reversed for MCX F&O,2025-04-10,MCX-F&O - Z,Delivery Voucher,0.000000,3038455.500000,-376172.586877
Exposure margin reversed for MCX F&O,2025-04-10,MCX-F&O - Z,Delivery Voucher,0.000000,261634.790000,-3414628.086877
Net obligation for MCX Commodity F&O,2025-04-10,MCX-F&O - Z,Book Voucher,2759.510485,0.000000,-3676262.876877
Exposure margin blocked for MCX F&O,2025-04-10,MCX-F&O - Z,Delivery Voucher,282172.930000,0.000000,-658345.516877
Span margin blocked for MCX F&O,2025-04-10,MCX-F&O - Z,Delivery Voucher,3566730.500000,0.000000,-4225076.016877
Span margin reversed for NSE F&O,2025-04-11,NSE-F&O - Z,Delivery Voucher,0.000000,306525.500000,-3918550.516877
Exposure margin reversed for NSE F&O,2025-04-11,NSE-F&O - Z,Delivery Voucher,0.000000,166075.160000,-3752475.356877
Span margin blocked for NSE F&O,2025-04-11,NSE-F&O - Z,Delivery Voucher,306605.500000,0.000000,-4059080.856877
Exposure margin blocked for NSE F&O,2025-04-11,NSE-F&O - Z,Delivery Voucher,173098.390000,0.000000,-4232179.246877
Net settlement for Equity with settlement number: 2025070,2025-04-11,NSE-EQ - Z,Book Voucher,52735.984368,0.000000,-4284915.231245
Exposure margin reversed for MCX F&O,2025-04-11,MCX-F&O - Z,Delivery Voucher,0.000000,282172.930000,-4002742.301245
Span margin reversed for MCX F&O,2025-04-11,MCX-F&O - Z,Delivery Voucher,0.000000,3566730.500000,-436011.801245
Exposure margin blocked for MCX F&O,2025-04-11,MCX-F&O - Z,Delivery Voucher,287634.360000,0.000000,-723646.161245
Span margin blocked for MCX F&O,2025-04-11,MCX-F&O - Z,Delivery Voucher,3586757.000000,0.000000,-4310403.161245
Payout of 43692.09/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2025-04-11 with reference number 5a19984abb,2025-04-11,MCX-F&O - Z,Bank Payments,43692.090000,0.000000,-4354095.251245
Span margin reversed for MCX F&O,2025-04-14,MCX-F&O - Z,Delivery Voucher,0.000000,3586757.000000,-479703.891245
Exposure margin reversed for MCX F&O,2025-04-14,MCX-F&O - Z,Delivery Voucher,0.000000,287634.360000,-4066460.891245
Span margin blocked for MCX F&O,2025-04-14,MCX-F&O - Z,Delivery Voucher,3563104.000000,0.000000,-4042807.891245
Exposure margin blocked for MCX F&O,2025-04-14,MCX-F&O - Z,Delivery Voucher,285801.980000,0.000000,-4328609.871245
Span margin reversed for NSE F&O,2025-04-15,NSE-F&O - Z,Delivery Voucher,0.000000,306605.500000,-4022004.371245
Exposure margin reversed for NSE F&O,2025-04-15,NSE-F&O - Z,Delivery Voucher,0.000000,173098.390000,-3848905.981245
Span margin blocked for NSE F&O,2025-04-15,NSE-F&O - Z,Delivery Voucher,291708.000000,0.000000,-4140613.981245
Exposure margin blocked for NSE F&O,2025-04-15,NSE-F&O - Z,Delivery Voucher,234768.890000,0.000000,-4375382.871245
Span margin reversed for MCX F&O,2025-04-15,MCX-F&O - Z,Delivery Voucher,0.000000,3563104.000000,-812278.871245
Exposure margin reversed for MCX F&O,2025-04-15,MCX-F&O - Z,Delivery Voucher,0.000000,285801.980000,-526476.891245
Span margin blocked for MCX F&O,2025-04-15,MCX-F&O - Z,Delivery Voucher,3543113.000000,0.000000,-4069589.891245
Exposure margin blocked for MCX F&O,2025-04-15,MCX-F&O - Z,Delivery Voucher,285307.100000,0.000000,-4354896.991245
Span margin reversed for NSE F&O,2025-04-16,NSE-F&O - Z,Delivery Voucher,0.000000,291708.000000,-4354896.991245
Exposure margin reversed for NSE F&O,2025-04-16,NSE-F&O - Z,Delivery Voucher,0.000000,234768.890000,-4354896.991245
Span margin blocked for NSE F&O,2025-04-16,NSE-F&O - Z,Delivery Voucher,291708.000000,0.000000,-4646604.991245
Exposure margin blocked for NSE F&O,2025-04-16,NSE-F&O - Z,Delivery Voucher,234768.890000,0.000000,-4589665.881245
Span margin reversed for MCX F&O,2025-04-16,MCX-F&O - Z,Delivery Voucher,0.000000,3543113.000000,-811783.991245
Exposure margin reversed for MCX F&O,2025-04-16,MCX-F&O - Z,Delivery Voucher,0.000000,285307.100000,-526476.891245
Span margin blocked for MCX F&O,2025-04-16,MCX-F&O - Z,Delivery Voucher,2007620.500000,0.000000,-2534097.391245
Exposure margin blocked for MCX F&O,2025-04-16,MCX-F&O - Z,Delivery Voucher,229408.160000,0.000000,-2763505.551245
Span margin reversed for NSE F&O,2025-04-17,NSE-F&O - Z,Delivery Voucher,0.000000,291708.000000,-2471797.551245
Exposure margin reversed for NSE F&O,2025-04-17,NSE-F&O - Z,Delivery Voucher,0.000000,234768.890000,-2237028.661245
Span margin blocked for NSE F&O,2025-04-17,NSE-F&O - Z,Delivery Voucher,179652.500000,0.000000,-2416681.161245
Exposure margin blocked for NSE F&O,2025-04-17,NSE-F&O - Z,Delivery Voucher,85551.990000,0.000000,-2502233.151245
Exposure margin reversed for MCX F&O,2025-04-17,MCX-F&O - Z,Delivery Voucher,0.000000,229408.160000,-2272824.991245
Span margin reversed for MCX F&O,2025-04-17,MCX-F&O - Z,Delivery Voucher,0.000000,2007620.500000,-265204.491245
Net obligation for MCX Commodity F&O,2025-04-17,MCX-F&O - Z,Book Voucher,0.000000,4970.927900,-260233.563345
Span margin blocked for MCX F&O,2025-04-17,MCX-F&O - Z,Delivery Voucher,2563490.500000,0.000000,-2823724.063345
Exposure margin blocked for MCX F&O,2025-04-17,MCX-F&O - Z,Delivery Voucher,348350.920000,0.000000,-3172074.983345
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 511111882884,2025-04-21,NSE-EQ - Z,Bank Receipts,0.000000,250000.000000,-3015432.349987
Span margin reversed for NSE F&O,2025-04-21,NSE-F&O - Z,Delivery Voucher,0.000000,179652.500000,-3326361.223345
Exposure margin reversed for NSE F&O,2025-04-21,NSE-F&O - Z,Delivery Voucher,0.000000,85551.990000,-3240809.233345
Net settlement for Equity with settlement number: 2025074,2025-04-21,NSE-EQ - Z,Book Voucher,216359.286642,0.000000,-3457168.519987
Span margin blocked for NSE F&O,2025-04-21,NSE-F&O - Z,Delivery Voucher,219473.500000,0.000000,-3676642.019987
Exposure margin blocked for NSE F&O,2025-04-21,NSE-F&O - Z,Delivery Voucher,81191.250000,0.000000,-3757833.269987
Span margin reversed for MCX F&O,2025-04-21,MCX-F&O - Z,Delivery Voucher,0.000000,2563490.500000,-1194342.769987
Exposure margin reversed for MCX F&O,2025-04-21,MCX-F&O - Z,Delivery Voucher,0.000000,348350.920000,-845991.849987
Span margin blocked for MCX F&O,2025-04-21,MCX-F&O - Z,Delivery Voucher,2419440.500000,0.000000,-3265432.349987
Exposure margin blocked for MCX F&O,2025-04-21,MCX-F&O - Z,Delivery Voucher,333938.740000,0.000000,-3506013.723345
Being pledge charges for LIQUIDCASE,2025-04-22,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-3015467.749987
Span margin reversed for NSE F&O,2025-04-22,NSE-F&O - Z,Delivery Voucher,0.000000,219473.500000,-2795994.249987
Exposure margin reversed for NSE F&O,2025-04-22,NSE-F&O - Z,Delivery Voucher,0.000000,81191.250000,-2714802.999987
Net obligation for Equity F&O,2025-04-22,NSE-F&O - Z,Book Voucher,0.000000,4694.413449,-2710108.586538
Span margin blocked for NSE F&O,2025-04-22,NSE-F&O - Z,Delivery Voucher,415411.000000,0.000000,-3125519.586538
Exposure margin blocked for NSE F&O,2025-04-22,NSE-F&O - Z,Delivery Voucher,110922.880000,0.000000,-3236442.466538
Span margin reversed for MCX F&O,2025-04-22,MCX-F&O - Z,Delivery Voucher,0.000000,2419440.500000,-817001.966538
Exposure margin reversed for MCX F&O,2025-04-22,MCX-F&O - Z,Delivery Voucher,0.000000,333938.740000,-483063.226538
Net obligation for MCX Commodity F&O,2025-04-22,MCX-F&O - Z,Book Voucher,0.000000,9666.604126,-473396.622412
Span margin blocked for MCX F&O,2025-04-22,MCX-F&O - Z,Delivery Voucher,3611009.000000,0.000000,-4084405.622412
Exposure margin blocked for MCX F&O,2025-04-22,MCX-F&O - Z,Delivery Voucher,577942.040000,0.000000,-4662347.662412
Span margin reversed for NSE F&O,2025-04-23,NSE-F&O - Z,Delivery Voucher,0.000000,415411.000000,-4246936.662412
Exposure margin reversed for NSE F&O,2025-04-23,NSE-F&O - Z,Delivery Voucher,0.000000,110922.880000,-4136013.782412
Span margin blocked for NSE F&O,2025-04-23,NSE-F&O - Z,Delivery Voucher,449134.000000,0.000000,-4585147.782412
Exposure margin blocked for NSE F&O,2025-04-23,NSE-F&O - Z,Delivery Voucher,121504.860000,0.000000,-4706652.642412
Span margin reversed for MCX F&O,2025-04-23,MCX-F&O - Z,Delivery Voucher,0.000000,3611009.000000,-1095643.642412
Exposure margin reversed for MCX F&O,2025-04-23,MCX-F&O - Z,Delivery Voucher,0.000000,577942.040000,-517701.602412
Net obligation for MCX Commodity F&O,2025-04-23,MCX-F&O - Z,Book Voucher,3712.403220,0.000000,-521414.005632
Span margin blocked for MCX F&O,2025-04-23,MCX-F&O - Z,Delivery Voucher,3064978.000000,0.000000,-3586392.005632
Exposure margin blocked for MCX F&O,2025-04-23,MCX-F&O - Z,Delivery Voucher,513847.500000,0.000000,-4100239.505632
Span margin reversed for NSE F&O,2025-04-24,NSE-F&O - Z,Delivery Voucher,0.000000,449134.000000,-3651105.505632
Exposure margin reversed for NSE F&O,2025-04-24,NSE-F&O - Z,Delivery Voucher,0.000000,121504.860000,-3529600.645632
Span margin reversed for MCX F&O,2025-04-24,MCX-F&O - Z,Delivery Voucher,0.000000,3064978.000000,-464622.645632
Exposure margin reversed for MCX F&O,2025-04-24,MCX-F&O - Z,Delivery Voucher,0.000000,513847.500000,49224.854368
Span margin blocked for MCX F&O,2025-04-24,MCX-F&O - Z,Delivery Voucher,3029784.000000,0.000000,-2980559.145632
Exposure margin blocked for MCX F&O,2025-04-24,MCX-F&O - Z,Delivery Voucher,507969.370000,0.000000,-3488528.515632
Payout of 30000.0/- to IDFC BANK 10037332087 A/C number as per withdrawal request made on 2025-04-24 with reference number 9d08457f6f,2025-04-24,MCX-F&O - Z,Bank Payments,30000.000000,0.000000,-3518528.515632
Net obligation for Equity F&O,2025-04-25,NSE-F&O - Z,Book Voucher,0.000000,12245.624457,-3506282.891175
Span margin blocked for NSE F&O,2025-04-25,NSE-F&O - Z,Delivery Voucher,210479.000000,0.000000,-3716761.891175
Exposure margin blocked for NSE F&O,2025-04-25,NSE-F&O - Z,Delivery Voucher,46189.150000,0.000000,-3762951.041175
Span margin reversed for MCX F&O,2025-04-25,MCX-F&O - Z,Delivery Voucher,0.000000,3029784.000000,-733167.041175
Exposure margin reversed for MCX F&O,2025-04-25,MCX-F&O - Z,Delivery Voucher,0.000000,507969.370000,-225197.671175
Span margin blocked for MCX F&O,2025-04-25,MCX-F&O - Z,Delivery Voucher,2995903.000000,0.000000,-3221100.671175
Exposure margin blocked for MCX F&O,2025-04-25,MCX-F&O - Z,Delivery Voucher,503541.870000,0.000000,-3724642.541175
Span margin reversed for NSE F&O,2025-04-28,NSE-F&O - Z,Delivery Voucher,0.000000,210479.000000,-3514163.541175
Exposure margin reversed for NSE F&O,2025-04-28,NSE-F&O - Z,Delivery Voucher,0.000000,46189.150000,-3467974.391175
Span margin blocked for NSE F&O,2025-04-28,NSE-F&O - Z,Delivery Voucher,203250.000000,0.000000,-3671224.391175
Exposure margin blocked for NSE F&O,2025-04-28,NSE-F&O - Z,Delivery Voucher,54540.410000,0.000000,-3725764.801175
Span margin reversed for MCX F&O,2025-04-28,MCX-F&O - Z,Delivery Voucher,0.000000,2995903.000000,-729861.801175
Exposure margin reversed for MCX F&O,2025-04-28,MCX-F&O - Z,Delivery Voucher,0.000000,503541.870000,-226319.931175
Net obligation for MCX Commodity F&O,2025-04-28,MCX-F&O - Z,Book Voucher,0.000000,5670.581806,-220649.349369
Span margin blocked for MCX F&O,2025-04-28,MCX-F&O - Z,Delivery Voucher,3064280.000000,0.000000,-3284929.349369
Exposure margin blocked for MCX F&O,2025-04-28,MCX-F&O - Z,Delivery Voucher,520867.370000,0.000000,-3805796.719369
Span margin reversed for NSE F&O,2025-04-29,NSE-F&O - Z,Delivery Voucher,0.000000,203250.000000,-3602546.719369
Exposure margin reversed for NSE F&O,2025-04-29,NSE-F&O - Z,Delivery Voucher,0.000000,54540.410000,-3548006.309369
Net obligation for Equity F&O,2025-04-29,NSE-F&O - Z,Book Voucher,0.000000,1174.895479,-3546831.413890
Span margin blocked for NSE F&O,2025-04-29,NSE-F&O - Z,Delivery Voucher,283609.000000,0.000000,-3830440.413890
Exposure margin blocked for NSE F&O,2025-04-29,NSE-F&O - Z,Delivery Voucher,79987.430000,0.000000,-3910427.843890
Span margin reversed for MCX F&O,2025-04-29,MCX-F&O - Z,Delivery Voucher,0.000000,3064280.000000,-846147.843890
Exposure margin reversed for MCX F&O,2025-04-29,MCX-F&O - Z,Delivery Voucher,0.000000,520867.370000,-325280.473890
Net obligation for MCX Commodity F&O,2025-04-29,MCX-F&O - Z,Book Voucher,0.000000,3858.866818,-321421.607072
Span margin blocked for MCX F&O,2025-04-29,MCX-F&O - Z,Delivery Voucher,3950000.000000,0.000000,-4271421.607072
Exposure margin blocked for MCX F&O,2025-04-29,MCX-F&O - Z,Delivery Voucher,650718.250000,0.000000,-4922139.857072
Funds added using NEFT/IMPS/RTGS from ZH5597 with reference number 512008679308,2025-04-30,NSE-EQ - Z,Bank Receipts,0.000000,500000.000000,-4422139.857072
Net settlement for Equity with settlement number: 2025081,2025-04-30,NSE-EQ - Z,Book Voucher,508596.806711,0.000000,-4930736.663783
Span margin reversed for NSE F&O,2025-04-30,NSE-F&O - Z,Delivery Voucher,0.000000,283609.000000,-4647127.663783
Exposure margin reversed for NSE F&O,2025-04-30,NSE-F&O - Z,Delivery Voucher,0.000000,79987.430000,-4567140.233783
Net obligation for Equity F&O,2025-04-30,NSE-F&O - Z,Book Voucher,0.000000,2828.449135,-4564311.784648
Span margin blocked for NSE F&O,2025-04-30,NSE-F&O - Z,Delivery Voucher,335727.250000,0.000000,-4900039.034648
Exposure margin blocked for NSE F&O,2025-04-30,NSE-F&O - Z,Delivery Voucher,117159.260000,0.000000,-5017198.294648
Span margin reversed for MCX F&O,2025-04-30,MCX-F&O - Z,Delivery Voucher,0.000000,3950000.000000,-1067198.294648
Exposure margin reversed for MCX F&O,2025-04-30,MCX-F&O - Z,Delivery Voucher,0.000000,650718.250000,-416480.044648
Span margin blocked for MCX F&O,2025-04-30,MCX-F&O - Z,Delivery Voucher,1063540.000000,0.000000,-1480020.044648
Exposure margin blocked for MCX F&O,2025-04-30,MCX-F&O - Z,Delivery Voucher,51567.870000,0.000000,-1531587.914648
Exposure margin reversed for MCX F&O,2025-05-01,MCX-F&O - Z,Delivery Voucher,0.000000,51567.870000,-1480020.044648
Span margin reversed for MCX F&O,2025-05-01,MCX-F&O - Z,Delivery Voucher,0.000000,1063540.000000,-416480.044648
Span margin blocked for MCX F&O,2025-05-01,MCX-F&O - Z,Delivery Voucher,1060172.000000,0.000000,-1476652.044648
Exposure margin blocked for MCX F&O,2025-05-01,MCX-F&O - Z,Delivery Voucher,51704.000000,0.000000,-1528356.044648
Span margin reversed for NSE F&O,2025-05-02,NSE-F&O - Z,Delivery Voucher,0.000000,335727.250000,-1192628.794648
Exposure margin reversed for NSE F&O,2025-05-02,NSE-F&O - Z,Delivery Voucher,0.000000,117159.260000,-1075469.534648
Net obligation for Equity F&O,2025-05-02,NSE-F&O - Z,Book Voucher,0.000000,11773.603142,-1063695.931506
Net settlement for Equity with settlement number: 2025082,2025-05-02,NSE-EQ - Z,Book Voucher,13913.731639,0.000000,-1077609.663145
Span margin blocked for NSE F&O,2025-05-02,NSE-F&O - Z,Delivery Voucher,1279115.750000,0.000000,-2356725.413145
Exposure margin blocked for NSE F&O,2025-05-02,NSE-F&O - Z,Delivery Voucher,619150.490000,0.000000,-2975875.903145
Being pledge charges for AXISCFDG,2025-05-02,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-2975911.303145
Being pledge charges for LIQUIDCASE,2025-05-02,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-2975946.703145
Being pledge charges for PRESTIGE,2025-05-02,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-2975982.103145
Being pledge charges for CDSL,2025-05-02,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-2976017.503145
Being pledge charges for SGBSEP29VI,2025-05-02,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-2976052.903145
Being pledge charges for SGBMR29XII,2025-05-02,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-2976088.303145
Exposure margin reversed for MCX F&O,2025-05-02,MCX-F&O - Z,Delivery Voucher,0.000000,51704.000000,-2924384.303145
Span margin reversed for MCX F&O,2025-05-02,MCX-F&O - Z,Delivery Voucher,0.000000,1060172.000000,-1864212.303145
Net obligation for MCX Commodity F&O,2025-05-02,MCX-F&O - Z,Book Voucher,0.000000,16627.935770,-1847584.367375
Exposure margin blocked for MCX F&O,2025-05-02,MCX-F&O - Z,Delivery Voucher,81863.620000,0.000000,-1929447.987375
Span margin blocked for MCX F&O,2025-05-02,MCX-F&O - Z,Delivery Voucher,1525540.500000,0.000000,-3454988.487375
Net settlement for Equity with settlement number: 2025083,2025-05-05,NSE-EQ - Z,Book Voucher,36473.376072,0.000000,-3491461.863447
Span margin reversed for NSE F&O,2025-05-05,NSE-F&O - Z,Delivery Voucher,0.000000,1279115.750000,-2212346.113447
Exposure margin reversed for NSE F&O,2025-05-05,NSE-F&O - Z,Delivery Voucher,0.000000,619150.490000,-1593195.623447
Net obligation for Equity F&O,2025-05-05,NSE-F&O - Z,Book Voucher,0.000000,1668.687364,-1591526.936083
Span margin blocked for NSE F&O,2025-05-05,NSE-F&O - Z,Delivery Voucher,1540288.250000,0.000000,-3131815.186083
Exposure margin blocked for NSE F&O,2025-05-05,NSE-F&O - Z,Delivery Voucher,783187.210000,0.000000,-3915002.396083
Span margin reversed for MCX F&O,2025-05-05,MCX-F&O - Z,Delivery Voucher,0.000000,1525540.500000,-2389461.896083
Exposure margin reversed for MCX F&O,2025-05-05,MCX-F&O - Z,Delivery Voucher,0.000000,81863.620000,-2307598.276083
Net obligation for MCX Commodity F&O,2025-05-05,MCX-F&O - Z,Book Voucher,0.000000,5150.838904,-2302447.437179
Exposure margin blocked for MCX F&O,2025-05-05,MCX-F&O - Z,Delivery Voucher,93309.560000,0.000000,-2395756.997179
Span margin blocked for MCX F&O,2025-05-05,MCX-F&O - Z,Delivery Voucher,1796621.000000,0.000000,-4192377.997179
Span margin reversed for NSE F&O,2025-05-06,NSE-F&O - Z,Delivery Voucher,0.000000,1540288.250000,-2652089.747179
Exposure margin reversed for NSE F&O,2025-05-06,NSE-F&O - Z,Delivery Voucher,0.000000,783187.210000,-1868902.537179
Span margin blocked for NSE F&O,2025-05-06,NSE-F&O - Z,Delivery Voucher,1497149.000000,0.000000,-3366051.537179
Exposure margin blocked for NSE F&O,2025-05-06,NSE-F&O - Z,Delivery Voucher,859976.250000,0.000000,-4226027.787179
Span margin reversed for MCX F&O,2025-05-06,MCX-F&O - Z,Delivery Voucher,0.000000,1796621.000000,-2429406.787179
Exposure margin reversed for MCX F&O,2025-05-06,MCX-F&O - Z,Delivery Voucher,0.000000,93309.560000,-2336097.227179
Span margin blocked for MCX F&O,2025-05-06,MCX-F&O - Z,Delivery Voucher,1841903.000000,0.000000,-4178000.227179
Exposure margin blocked for MCX F&O,2025-05-06,MCX-F&O - Z,Delivery Voucher,95912.620000,0.000000,-4273912.847179
Span margin reversed for NSE F&O,2025-05-07,NSE-F&O - Z,Delivery Voucher,0.000000,1497149.000000,-2776763.847179
Exposure margin reversed for NSE F&O,2025-05-07,NSE-F&O - Z,Delivery Voucher,0.000000,859976.250000,-1916787.597179
Net obligation for Equity F&O,2025-05-07,NSE-F&O - Z,Book Voucher,0.000000,1788.636912,-1914998.960267
Span margin blocked for NSE F&O,2025-05-07,NSE-F&O - Z,Delivery Voucher,1770853.000000,0.000000,-3685851.960267
Exposure margin blocked for NSE F&O,2025-05-07,NSE-F&O - Z,Delivery Voucher,941723.910000,0.000000,-4627575.870267
Exposure margin reversed for MCX F&O,2025-05-07,MCX-F&O - Z,Delivery Voucher,0.000000,95912.620000,-4531663.250267
Span margin reversed for MCX F&O,2025-05-07,MCX-F&O - Z,Delivery Voucher,0.000000,1841903.000000,-2689760.250267
Net obligation for MCX Commodity F&O,2025-05-07,MCX-F&O - Z,Book Voucher,0.000000,5770.532364,-2683989.717903
Exposure margin blocked for MCX F&O,2025-05-07,MCX-F&O - Z,Delivery Voucher,216866.740000,0.000000,-2900856.457903
Span margin blocked for MCX F&O,2025-05-07,MCX-F&O - Z,Delivery Voucher,2417112.500000,0.000000,-5317968.957903
Span margin reversed for NSE F&O,2025-05-08,NSE-F&O - Z,Delivery Voucher,0.000000,1770853.000000,-3547115.957903
Exposure margin reversed for NSE F&O,2025-05-08,NSE-F&O - Z,Delivery Voucher,0.000000,941723.910000,-2605392.047903
Span margin blocked for NSE F&O,2025-05-08,NSE-F&O - Z,Delivery Voucher,422785.500000,0.000000,-3028177.547903
Exposure margin blocked for NSE F&O,2025-05-08,NSE-F&O - Z,Delivery Voucher,211157.360000,0.000000,-3239334.907903
Span margin reversed for MCX F&O,2025-05-08,MCX-F&O - Z,Delivery Voucher,0.000000,2417112.500000,-822222.407903
Exposure margin reversed for MCX F&O,2025-05-08,MCX-F&O - Z,Delivery Voucher,0.000000,216866.740000,-605355.667903
Span margin blocked for MCX F&O,2025-05-08,MCX-F&O - Z,Delivery Voucher,2454499.500000,0.000000,-3059855.167903
Exposure margin blocked for MCX F&O,2025-05-08,MCX-F&O - Z,Delivery Voucher,217951.120000,0.000000,-3277806.287903
Span margin reversed for NSE F&O,2025-05-09,NSE-F&O - Z,Delivery Voucher,0.000000,422785.500000,-2855020.787903
Exposure margin reversed for NSE F&O,2025-05-09,NSE-F&O - Z,Delivery Voucher,0.000000,211157.360000,-2643863.427903
Net obligation for Equity F&O,2025-05-09,NSE-F&O - Z,Book Voucher,0.000000,13523.086302,-2630340.341601
Span margin blocked for NSE F&O,2025-05-09,NSE-F&O - Z,Delivery Voucher,805389.750000,0.000000,-3435730.091601
Exposure margin blocked for NSE F&O,2025-05-09,NSE-F&O - Z,Delivery Voucher,853318.980000,0.000000,-4289049.071601
Being pledge charges for SGBJUL29IV,2025-05-09,NSE-EQ - Z,Journal Entry,35.400000,0.000000,-4289084.471601
Delayed payment charges for April - 2025,2025-05-09,NSE-EQ - Z,Journal Entry,13.970000,0.000000,-4289098.441601
Exposure margin reversed for MCX F&O,2025-05-09,MCX-F&O - Z,Delivery Voucher,0.000000,217951.120000,-4071147.321601
Span margin reversed for MCX F&O,2025-05-09,MCX-F&O - Z,Delivery Voucher,0.000000,2454499.500000,-1616647.821601
Net obligation for MCX Commodity F&O,2025-05-09,MCX-F&O - Z,Book Voucher,0.000000,6070.384038,-1610577.437563
Exposure margin blocked for MCX F&O,2025-05-09,MCX-F&O - Z,Delivery Voucher,340172.310000,0.000000,-1950749.747563
Span margin blocked for MCX F&O,2025-05-09,MCX-F&O - Z,Delivery Voucher,3049783.000000,0.000000,-5000532.747563
Span margin reversed for NSE F&O,2025-05-12,NSE-F&O - Z,Delivery Voucher,0.000000,805389.750000,-4195142.997563
Exposure margin reversed for NSE F&O,2025-05-12,NSE-F&O - Z,Delivery Voucher,0.000000,853318.980000,-3341824.017563
Span margin blocked for NSE F&O,2025-05-12,NSE-F&O - Z,Delivery Voucher,806535.750000,0.000000,-4148359.767563
Exposure margin blocked for NSE F&O,2025-05-12,NSE-F&O - Z,Delivery Voucher,853318.980000,0.000000,-5001678.747563
Span margin reversed for MCX F&O,2025-05-12,MCX-F&O - Z,Delivery Voucher,0.000000,3049783.000000,-1951895.747563
Exposure margin reversed for MCX F&O,2025-05-12,MCX-F&O - Z,Delivery Voucher,0.000000,340172.310000,-1611723.437563
Net obligation for MCX Commodity F&O,2025-05-12,MCX-F&O - Z,Book Voucher,0.000000,1224.781975,-1610498.655588
Span margin blocked for MCX F&O,2025-05-12,MCX-F&O - Z,Delivery Voucher,3917089.500000,0.000000,-5527588.155588
Exposure margin blocked for MCX F&O,2025-05-12,MCX-F&O - Z,Delivery Voucher,363749.500000,0.000000,-5891337.655588
Span margin reversed for NSE F&O,2025-05-13,NSE-F&O - Z,Delivery Voucher,0.000000,806535.750000,-5084801.905588
Exposure margin reversed for NSE F&O,2025-05-13,NSE-F&O - Z,Delivery Voucher,0.000000,853318.980000,-4231482.925588
Span margin blocked for NSE F&O,2025-05-13,NSE-F&O - Z,Delivery Voucher,705483.000000,0.000000,-4936965.925588
Exposure margin blocked for NSE F&O,2025-05-13,NSE-F&O - Z,Delivery Voucher,876713.120000,0.000000,-5813679.045588
Span margin reversed for MCX F&O,2025-05-13,MCX-F&O - Z,Delivery Voucher,0.000000,3917089.500000,-1896589.545588
